-0.140768;-0.00423735;-0.166532
-0.140768;-0.00423735;-0.166532
-0.140768;-0.00423735;-0.166532
-0.140768;-0.00423735;-0.166532
-0.140768;-0.00423735;-0.166532
1.48371;-0.00392073;-0.166636
15.3166;-0.00400227;-0.166121
18.2853;-0.00371569;-0.165436
23.7923;-0.00383108;-0.164371
42.7774;-0.00384348;-0.162755
58.2524;-0.00298851;-0.160151
72.7562;-0.00204607;-0.158102
77.2888;0.000361712;-0.157266
77.5378;0.00179827;-0.158093
86.1217;0.00278485;-0.160245
92.5671;0.0042274;-0.164481
92.5076;0.00692161;-0.171039
102.449;0.00830079;-0.180139
105.041;0.011077;-0.19314
105.173;0.012406;-0.209167
106.161;0.0139678;-0.22699
106.293;0.0156917;-0.247217
106.016;0.0175971;-0.269928
104.114;0.0198893;-0.297198
82.3543;0.0200367;-0.323853
61.2314;0.0218247;-0.342319
47.4846;0.0395913;-0.367264
44.7551;-0.180469;-0.373742
47.7567;-0.480405;-0.237835
49.0291;-0.240717;0.0299964
51.7378;0.246336;-0.0343287
55.4103;0.12282;-0.139732
55.5901;0.0577371;-0.192453
55.1084;0.0361696;-0.225538
55.3881;0.00718713;-0.231719
52.214;0.00925851;-0.237973
49.6416;0.010854;-0.244479
47.2278;0.0122787;-0.251798
44.2183;0.0139565;-0.262727
42.2295;0.014516;-0.271198
40.1511;0.0146037;-0.280707
38.4458;0.014739;-0.28903
37.1013;0.0147679;-0.29658
35.7887;0.0111279;-0.30348
34.636;-0.0132303;-0.303313
33.1737;-0.0419216;-0.288636
32.1438;-0.0671761;-0.262654
31.2168;-0.0887066;-0.230881
30.2598;-0.112452;-0.185392
29.4846;-0.133887;-0.134882
28.6619;-0.154848;-0.0766721
28.1031;-0.175769;-0.00987339
27.4513;-0.161772;0.0510431
35.8646;-0.115575;0.0898181
37.9686;0.0617476;0.095093
46.971;0.195402;-0.0185242
49.4012;0.133458;-0.111932
48.4204;0.0349637;-0.16723
47.4493;-0.00605118;-0.178455
45.0477;-0.0834734;-0.109257
42.2943;-0.0527112;-0.0599314
43.7987;0.158367;-0.0597974
46.8504;0.384218;-0.207688
31.818;0.621705;-0.489969
23.6682;0.452925;-0.516766
15.5684;0.359035;-0.532095
13.6326;0.243445;-0.551776
18.2876;0.00532716;-0.546222
21.625;-0.205814;-0.483078
39.6007;-0.181005;-0.408176
48.4606;-0.12589;-0.31438
54.0764;-0.0767886;-0.264221
59.6834;-0.0361676;-0.223148
70.2803;-0.0128059;-0.211179
57.2154;-0.00867914;-0.201743
54.4188;0.0106228;-0.200882
58.9765;0.0806867;-0.231769
35.6852;0.00572437;-0.276403
36.5647;0.0638832;-0.36386
44.6557;-0.301002;-0.295742
43.8489;-0.2694;-0.153625
42.2753;0.00722885;-0.123816
44.9414;0.231314;-0.247452
47.8202;0.0185747;-0.323027
50.033;-0.0664828;-0.281105
56.5167;-0.0657494;-0.235737
65.9556;-0.0409179;-0.186789
65.9487;0.0272541;-0.193796
54.9824;0.115868;-0.263759
40.6418;-0.0876968;-0.289121
43.5914;-0.25081;-0.270686
52.3742;-0.412267;-0.000902367
62.258;0.105268;0.0334545
71.0326;-0.0224974;-0.0172855
71.3764;-0.0512206;0.0487024
